PeakID (cmd=annotatePeaks.pl hc_IDR_summit.bed hc.fna -gid -gtf hc.gtf -cpu 30)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
11918	IV	39036229	39036229	+	0	NA	Intergenic	Intergenic	-6104	V3C99_009124	V3C99_009124	gnl|V3C99|Hcon5G00000004750						protein_coding
20618	X	11515307	11515307	+	0	NA	promoter-TSS (V3C99_017840)	mRNA-promoter-TSS (V3C99_017840)	-4104	V3C99_017840	V3C99_017840	gnl|V3C99|Hcon5G00000000764						protein_coding
18319	IV	38043827	38043827	+	0	NA	intron (V3C99_009050, intron 22 of 22)	mRNA-intron (V3C99_009050, intron 22 of 22)	6400	V3C99_009050	V3C99_009050	gnl|V3C99|Hcon5G00000004676						protein_coding
10909	II	34147496	34147496	+	0	NA	intron (V3C99_012600, intron 1 of 14)	mRNA-intron (V3C99_012600, intron 1 of 14)	-1077	V3C99_012601	V3C99_012601	gnl|V3C99|Hcon5G00000014759						protein_coding
2218	I	8984299	8984299	+	0	NA	intron (V3C99_003815, intron 7 of 31)	mRNA-intron (V3C99_003815, intron 7 of 32)	15341	V3C99_003815	V3C99_003815	gnl|V3C99|Hcon5G00000006772						protein_coding
21248	I	21111053	21111053	+	0	NA	Intergenic	Intergenic	-2957	V3C99_004671	V3C99_004671	gnl|V3C99|Hcon5G00000007628						protein_coding
13007	I	42604621	42604621	+	0	NA	promoter-TSS (V3C99_006129)	mRNA-promoter-TSS (V3C99_006129)	-4750	V3C99_006129	V3C99_006129	gnl|V3C99|Hcon5G00000009086						protein_coding
19519	II	29323393	29323393	+	0	NA	Intergenic	Intergenic	13378	V3C99_012338	V3C99_012338	gnl|V3C99|Hcon5G00000014496						protein_coding
12875	I	45657152	45657152	+	0	NA	Intergenic	Intergenic	-2164	V3C99_006370	V3C99_006370	gnl|V3C99|Hcon5G00000009327						protein_coding
15813	II	1268243	1268243	+	0	NA	intron (V3C99_010500, intron 6 of 6)	mRNA-intron (V3C99_010500, intron 6 of 6)	2520	V3C99_010499	V3C99_010499	gnl|V3C99|Hcon5G00000012657						protein_coding
16540	V	26349500	26349500	+	0	NA	exon (V3C99_015433, exon 14 of 20)	mRNA-exon (V3C99_015433, exon 14 of 20)	23399	V3C99_015433	V3C99_015433	gnl|V3C99|Hcon5G00000017591						protein_coding
11159	III	15293734	15293734	+	0	NA	Intergenic	Intergenic	-9987	V3C99_000970	V3C99_000970	gnl|V3C99|Hcon5G00000010459						protein_coding
13300	X	33638367	33638367	+	0	NA	Intergenic	Intergenic	-5598	V3C99_019197	V3C99_019197	gnl|V3C99|Hcon5G00000002121						protein_coding
6447	V	25829637	25829637	+	0	NA	exon (V3C99_015406, exon 1 of 1)	mRNA-exon (V3C99_015406, exon 1 of 1)	1885	V3C99_015406	V3C99_015406	gnl|V3C99|Hcon5G00000017564						protein_coding
2433	II	5292367	5292367	+	0	NA	Intergenic	Intergenic	9793	V3C99_010736	V3C99_010736	gnl|V3C99|Hcon5G00000012894						protein_coding
17235	I	44423524	44423524	+	0	NA	TTS (V3C99_006295)	mRNA-TTS (V3C99_006295)	-1107	V3C99_006296	V3C99_006296	gnl|V3C99|Hcon5G00000009253						protein_coding
2971	II	29239053	29239053	+	0	NA	Intergenic	Intergenic	6594	V3C99_012329	V3C99_012329	gnl|V3C99|Hcon5G00000014487						protein_coding
11850	III	44349431	44349431	+	0	NA	Intergenic	Intergenic	-5208	V3C99_002992	V3C99_002992	gnl|V3C99|Hcon5G00000012481						protein_coding
18108	I	4620847	4620847	+	0	NA	Intergenic	Intergenic	6608	V3C99_003515	V3C99_003515	gnl|V3C99|Hcon5G00000006472						protein_coding
21682	III	40091716	40091716	+	0	NA	Intergenic	Intergenic	-14094	V3C99_002664	V3C99_002664	gnl|V3C99|Hcon5G00000012153						protein_coding
9273	II	26556778	26556778	+	0	NA	Intergenic	Intergenic	-7104	V3C99_012167	V3C99_012167	gnl|V3C99|Hcon5G00000014325						protein_coding
12895	II	29010438	29010438	+	0	NA	intron (V3C99_012309, intron 2 of 3)	mRNA-intron (V3C99_012309, intron 2 of 3)	-4337	V3C99_012310	V3C99_012310	gnl|V3C99|Hcon5G00000014468						protein_coding
1518	III	26263141	26263141	+	0	NA	Intergenic	Intergenic	-3720	V3C99_001672	V3C99_001672	gnl|V3C99|Hcon5G00000011161						protein_coding
18442	V	873284	873284	+	0	NA	Intergenic	Intergenic	-6061	V3C99_013786	V3C99_013786	gnl|V3C99|Hcon5G00000015944						protein_coding
9671	V	275497	275497	+	0	NA	promoter-TSS (V3C99_013746)	mRNA-promoter-TSS (V3C99_013746)	-606	V3C99_013746	V3C99_013746	gnl|V3C99|Hcon5G00000015904						protein_coding
13950	III	3493907	3493907	+	0	NA	intron (V3C99_000208, intron 8 of 8)	mRNA-intron (V3C99_000208, intron 8 of 8)	-2209	V3C99_000207	V3C99_000207	gnl|V3C99|Hcon5G00000009696						protein_coding
10982	X	471301	471301	+	0	NA	exon (V3C99_017099, exon 1 of 14)	mRNA-exon (V3C99_017099, exon 1 of 14)	-9633	V3C99_017099	V3C99_017099	gnl|V3C99|Hcon5G00000000023						protein_coding
9902	IV	39014640	39014640	+	0	NA	intron (V3C99_009124, intron 8 of 8)	mRNA-intron (V3C99_009124, intron 8 of 8)	15485	V3C99_009124	V3C99_009124	gnl|V3C99|Hcon5G00000004750						protein_coding
13272	V	47439244	47439244	+	0	NA	intron (V3C99_016928, intron 7 of 9)	mRNA-intron (V3C99_016928, intron 7 of 9)	3937	V3C99_016928	V3C99_016928	gnl|V3C99|Hcon5G00000019086						protein_coding
10754	V	11228993	11228993	+	0	NA	Intergenic	Intergenic	-1348	V3C99_014604	V3C99_014604	gnl|V3C99|Hcon5G00000016762						protein_coding
7564	IV	7334469	7334469	+	0	NA	exon (V3C99_007102, exon 1 of 8)	mRNA-exon (V3C99_007102, exon 1 of 8)	-1345	V3C99_007101	V3C99_007101	gnl|V3C99|Hcon5G00000002727						protein_coding
10365	III	13464981	13464981	+	0	NA	Intergenic	Intergenic	-23810	V3C99_000847	V3C99_000847	gnl|V3C99|Hcon5G00000010336						protein_coding
7701	II	29778294	29778294	+	0	NA	intron (V3C99_012362, intron 2 of 8)	mRNA-intron (V3C99_012362, intron 2 of 8)	3008	V3C99_012362	V3C99_012362	gnl|V3C99|Hcon5G00000014520						protein_coding
6749	I	39729270	39729270	+	0	NA	intron (V3C99_005901, intron 11 of 20)	mRNA-intron (V3C99_005901, intron 11 of 20)	19834	V3C99_005901	V3C99_005901	gnl|V3C99|Hcon5G00000008858						protein_coding
20470	II	42567033	42567033	+	0	NA	Intergenic	Intergenic	-3064	V3C99_013286	V3C99_013286	gnl|V3C99|Hcon5G00000015444						protein_coding
3653	IV	490300	490300	+	0	NA	intron (V3C99_006568, intron 8 of 53)	mRNA-intron (V3C99_006568, intron 9 of 54)	8525	V3C99_006568	V3C99_006568	gnl|V3C99|Hcon5G00000002194						protein_coding
9267	I	24418714	24418714	+	0	NA	intron (V3C99_004859, intron 1 of 2)	mRNA-intron (V3C99_004859, intron 1 of 2)	4983	V3C99_004859	V3C99_004859	gnl|V3C99|Hcon5G00000007816						protein_coding
21422	IV	18107363	18107363	+	0	NA	Intergenic	Intergenic	-9373	V3C99_007878	V3C99_007878	gnl|V3C99|Hcon5G00000003504						protein_coding
2602	V	4589	4589	+	0	NA	Intergenic	Intergenic	-16468	V3C99_013727	V3C99_013727	gnl|V3C99|Hcon5G00000015885						protein_coding
1970	III	38405556	38405556	+	0	NA	Intergenic	Intergenic	18658	V3C99_002539	V3C99_002539	gnl|V3C99|Hcon5G00000012028						protein_coding
4976	IV	17269621	17269621	+	0	NA	Intergenic	Intergenic	-2392	V3C99_007824	V3C99_007824	gnl|V3C99|Hcon5G00000003450						protein_coding
20158	III	11921972	11921972	+	0	NA	exon (V3C99_000754, exon 2 of 9)	mRNA-exon (V3C99_000754, exon 2 of 9)	16869	V3C99_000754	V3C99_000754	gnl|V3C99|Hcon5G00000010243						protein_coding
18714	I	33189520	33189520	+	0	NA	intron (V3C99_005435, intron 9 of 32)	mRNA-intron (V3C99_005435, intron 32 of 56)	22466	V3C99_005434	V3C99_005434	gnl|V3C99|Hcon5G00000008391						protein_coding
14534	II	42605705	42605705	+	0	NA	promoter-TSS (V3C99_013289)	mRNA-promoter-TSS (V3C99_013289)	-27	V3C99_013289	V3C99_013289	gnl|V3C99|Hcon5G00000015447						protein_coding
3251	II	46686913	46686913	+	0	NA	promoter-TSS (V3C99_013610)	mRNA-promoter-TSS (V3C99_013610)	-73	V3C99_013610	V3C99_013610	gnl|V3C99|Hcon5G00000015768						protein_coding
12468	V	11365462	11365462	+	0	NA	Intergenic	Intergenic	-9521	V3C99_014609	V3C99_014609	gnl|V3C99|Hcon5G00000016767						protein_coding
4825	I	18587127	18587127	+	0	NA	intron (V3C99_004537, intron 5 of 33)	mRNA-intron (V3C99_004537, intron 5 of 33)	10762	V3C99_004537	V3C99_004537	gnl|V3C99|Hcon5G00000007494						protein_coding
2733	I	45124968	45124968	+	0	NA	intron (V3C99_006340, intron 2 of 18)	mRNA-intron (V3C99_006340, intron 2 of 18)	-65118	V3C99_006340	V3C99_006340	gnl|V3C99|Hcon5G00000009297						protein_coding
10608	III	12841545	12841545	+	0	NA	intron (V3C99_000819, intron 5 of 17)	mRNA-intron (V3C99_000819, intron 3 of 15)	-8825	V3C99_000818	V3C99_000818	gnl|V3C99|Hcon5G00000010307						protein_coding
14235	I	17865413	17865413	+	0	NA	intron (V3C99_004477, intron 4 of 4)	mRNA-intron (V3C99_004477, intron 4 of 4)	6900	V3C99_004477	V3C99_004477	gnl|V3C99|Hcon5G00000007434						protein_coding
6747	III	13375924	13375924	+	0	NA	Intergenic	Intergenic	-17745	V3C99_000846	V3C99_000846	gnl|V3C99|Hcon5G00000010335						protein_coding
20919	II	22607355	22607355	+	0	NA	Intergenic	Intergenic	-1232	V3C99_011970	V3C99_011970	gnl|V3C99|Hcon5G00000014128						protein_coding
11165	X	12211736	12211736	+	0	NA	Intergenic	Intergenic	-11335	V3C99_017890	V3C99_017890	gnl|V3C99|Hcon5G00000000814						protein_coding
11619	I	33265874	33265874	+	0	NA	promoter-TSS (V3C99_005436)	mRNA-promoter-TSS (V3C99_005436)	-716	V3C99_005436	V3C99_005436	gnl|V3C99|Hcon5G00000008393						protein_coding
13292	I	10806019	10806019	+	0	NA	promoter-TSS (V3C99_003959)	mRNA-promoter-TSS (V3C99_003959)	-517	V3C99_003959	V3C99_003959	gnl|V3C99|Hcon5G00000006916						protein_coding
10249	V	30512068	30512068	+	0	NA	intron (V3C99_015693, intron 1 of 8)	mRNA-intron (V3C99_015693, intron 1 of 8)	-10889	V3C99_015693	V3C99_015693	gnl|V3C99|Hcon5G00000017851						protein_coding
21908	I	38193901	38193901	+	0	NA	intron (V3C99_005785, intron 2 of 4)	mRNA-intron (V3C99_005785, intron 2 of 4)	23542	V3C99_005788	V3C99_005788	gnl|V3C99|Hcon5G00000008745						protein_coding
7232	III	8034718	8034718	+	0	NA	intron (V3C99_000524, intron 3 of 4)	mRNA-intron (V3C99_000524, intron 3 of 4)	17607	V3C99_000524	V3C99_000524	gnl|V3C99|Hcon5G00000010013						protein_coding
11707	IV	1471997	1471997	+	0	NA	intron (V3C99_006633, intron 38 of 51)	mRNA-intron (V3C99_006633, intron 38 of 51)	-9331	V3C99_006632	V3C99_006632	gnl|V3C99|Hcon5G00000002258						protein_coding
18228	X	3532574	3532574	+	0	NA	exon (V3C99_017307, exon 1 of 23)	mRNA-exon (V3C99_017307, exon 1 of 23)	293	V3C99_017307	V3C99_017307	gnl|V3C99|Hcon5G00000000231						protein_coding
21358	IV	30634785	30634785	+	0	NA	TTS (V3C99_008544)	mRNA-TTS (V3C99_008544)	10118	V3C99_008544	V3C99_008544	gnl|V3C99|Hcon5G00000004170						protein_coding
892	I	9758270	9758270	+	0	NA	exon (V3C99_003880, exon 1 of 1)	mRNA-exon (V3C99_003880, exon 1 of 1)	174	V3C99_003880	V3C99_003880	gnl|V3C99|Hcon5G00000006837						protein_coding
4164	X	5395466	5395466	+	0	NA	intron (V3C99_017442, intron 6 of 31)	mRNA-intron (V3C99_017442, intron 6 of 31)	7130	V3C99_017442	V3C99_017442	gnl|V3C99|Hcon5G00000000366						protein_coding
16760	X	11326386	11326386	+	0	NA	Intergenic	Intergenic	-1471	V3C99_017825	V3C99_017825	gnl|V3C99|Hcon5G00000000749						protein_coding
8558	II	44325261	44325261	+	0	NA	intron (V3C99_013412, intron 1 of 17)	mRNA-intron (V3C99_013412, intron 1 of 17)	-12419	V3C99_013413	V3C99_013413	gnl|V3C99|Hcon5G00000015571						protein_coding
20490	V	47041796	47041796	+	0	NA	Intergenic	Intergenic	-17751	V3C99_016891	V3C99_016891	gnl|V3C99|Hcon5G00000019049						protein_coding
936	I	2350627	2350627	+	0	NA	promoter-TSS (V3C99_003292)	mRNA-promoter-TSS (V3C99_003292)	-156	V3C99_003292	V3C99_003292	gnl|V3C99|Hcon5G00000006249						protein_coding
12803	X	34247054	34247054	+	0	NA	intron (V3C99_019234, intron 16 of 18)	mRNA-intron (V3C99_019234, intron 16 of 18)	26166	V3C99_019234	V3C99_019234	gnl|V3C99|Hcon5G00000002158						protein_coding
9269	I	32122901	32122901	+	0	NA	intron (V3C99_005371, intron 14 of 18)	mRNA-intron (V3C99_005371, intron 14 of 18)	24553	V3C99_005371	V3C99_005371	gnl|V3C99|Hcon5G00000008328						protein_coding
4021	X	9739884	9739884	+	0	NA	TTS (V3C99_017732)	mRNA-TTS (V3C99_017732)	1887	V3C99_017732	V3C99_017732	gnl|V3C99|Hcon5G00000000656						protein_coding
8667	III	43950690	43950690	+	0	NA	promoter-TSS (V3C99_002964)	mRNA-promoter-TSS (V3C99_002964)	-980	V3C99_002964	V3C99_002964	gnl|V3C99|Hcon5G00000012453						protein_coding
1142	I	3550412	3550412	+	0	NA	Intergenic	Intergenic	-10308	V3C99_003419	V3C99_003419	gnl|V3C99|Hcon5G00000006376						protein_coding
16022	IV	34616460	34616460	+	0	NA	intron (V3C99_008806, intron 8 of 9)	mRNA-intron (V3C99_008806, intron 8 of 9)	13226	V3C99_008805	V3C99_008805	gnl|V3C99|Hcon5G00000004431						protein_coding
15958	I	25890120	25890120	+	0	NA	TTS (V3C99_004953)	mRNA-TTS (V3C99_004953)	11958	V3C99_004952	V3C99_004952	gnl|V3C99|Hcon5G00000007909						protein_coding
18469	V	884120	884120	+	0	NA	exon (V3C99_013786, exon 2 of 2)	mRNA-exon (V3C99_013786, exon 2 of 2)	4775	V3C99_013786	V3C99_013786	gnl|V3C99|Hcon5G00000015944						protein_coding
4743	X	6682212	6682212	+	0	NA	Intergenic	Intergenic	-2605	V3C99_017543	V3C99_017543	gnl|V3C99|Hcon5G00000000467						protein_coding
22810	II	36006137	36006137	+	0	NA	intron (V3C99_012710, intron 5 of 9)	mRNA-intron (V3C99_012710, intron 6 of 10)	5138	V3C99_012710	V3C99_012710	gnl|V3C99|Hcon5G00000014868						protein_coding
5227	X	18240568	18240568	+	0	NA	Intergenic	Intergenic	-9220	V3C99_018268	V3C99_018268	gnl|V3C99|Hcon5G00000001192						protein_coding
19444	V	36319071	36319071	+	0	NA	Intergenic	Intergenic	2373	V3C99_016102	V3C99_016102	gnl|V3C99|Hcon5G00000018260						protein_coding
152	I	47166858	47166858	+	0	NA	promoter-TSS (V3C99_006473)	mRNA-promoter-TSS (V3C99_006473)	-918	V3C99_006473	V3C99_006473	gnl|V3C99|Hcon5G00000009430						protein_coding
20296	II	47718460	47718460	+	0	NA	promoter-TSS (V3C99_013691)	mRNA-promoter-TSS (V3C99_013691)	-25662	V3C99_013691	V3C99_013691	gnl|V3C99|Hcon5G00000015849						protein_coding
3497	III	31656177	31656177	+	0	NA	Intergenic	Intergenic	-23809	V3C99_002036	V3C99_002036	gnl|V3C99|Hcon5G00000011525						protein_coding
16177	II	35679785	35679785	+	0	NA	Intergenic	Intergenic	-8247	V3C99_012694	V3C99_012694	gnl|V3C99|Hcon5G00000014852						protein_coding
15308	IV	2527968	2527968	+	0	NA	intron (V3C99_006723, intron 4 of 5)	mRNA-intron (V3C99_006722, intron 6 of 8)	1941	V3C99_006723	V3C99_006723	gnl|V3C99|Hcon5G00000002349						protein_coding
12091	II	38583623	38583623	+	0	NA	intron (V3C99_012919, intron 5 of 6)	mRNA-intron (V3C99_012919, intron 5 of 7)	3360	V3C99_012919	V3C99_012919	gnl|V3C99|Hcon5G00000015077						protein_coding
22665	IV	13078223	13078223	+	0	NA	intron (V3C99_007546, intron 1 of 5)	mRNA-intron (V3C99_007546, intron 1 of 5)	-2686	V3C99_007546	V3C99_007546	gnl|V3C99|Hcon5G00000003172						protein_coding
22119	X	6461172	6461172	+	0	NA	Intergenic	Intergenic	-13534	V3C99_017525	V3C99_017525	gnl|V3C99|Hcon5G00000000449						protein_coding
1958	II	41707939	41707939	+	0	NA	Intergenic	Intergenic	3545	V3C99_013209	V3C99_013209	gnl|V3C99|Hcon5G00000015367						protein_coding
16974	IV	16531628	16531628	+	0	NA	Intergenic	Intergenic	-9638	V3C99_007782	V3C99_007782	gnl|V3C99|Hcon5G00000003408						protein_coding
2327	III	15414389	15414389	+	0	NA	Intergenic	Intergenic	-10903	V3C99_000974	V3C99_000974	gnl|V3C99|Hcon5G00000010463						protein_coding
1838	X	4997025	4997025	+	0	NA	intron (V3C99_017408, intron 1 of 39)	mRNA-intron (V3C99_017408, intron 3 of 41)	736	V3C99_017408	V3C99_017408	gnl|V3C99|Hcon5G00000000332						protein_coding
6304	II	46318597	46318597	+	0	NA	intron (V3C99_013580, intron 4 of 18)	mRNA-intron (V3C99_013580, intron 4 of 18)	-20463	V3C99_013579	V3C99_013579	gnl|V3C99|Hcon5G00000015737						protein_coding
7114	X	12636759	12636759	+	0	NA	promoter-TSS (V3C99_017917)	mRNA-promoter-TSS (V3C99_017917)	-895	V3C99_017917	V3C99_017917	gnl|V3C99|Hcon5G00000000841						protein_coding
4592	IV	13286006	13286006	+	0	NA	intron (V3C99_007556, intron 3 of 4)	mRNA-intron (V3C99_007556, intron 5 of 6)	2659	V3C99_007556	V3C99_007556	gnl|V3C99|Hcon5G00000003182						protein_coding
3910	I	33933961	33933961	+	0	NA	Intergenic	Intergenic	-10911	V3C99_005466	V3C99_005466	gnl|V3C99|Hcon5G00000008423						protein_coding
12229	X	17325271	17325271	+	0	NA	intron (V3C99_018211, intron 5 of 12)	mRNA-intron (V3C99_018211, intron 5 of 12)	12829	V3C99_018213	V3C99_018213	gnl|V3C99|Hcon5G00000001137						protein_coding
5783	IV	51939245	51939245	+	0	NA	Intergenic	Intergenic	-10695	V3C99_010200	V3C99_010200	gnl|V3C99|Hcon5G00000005826						protein_coding
20405	II	6872717	6872717	+	0	NA	Intergenic	Intergenic	-11273	V3C99_010869	V3C99_010869	gnl|V3C99|Hcon5G00000013027						protein_coding
19621	III	13348861	13348861	+	0	NA	exon (V3C99_000845, exon 1 of 3)	mRNA-exon (V3C99_000845, exon 1 of 3)	-3529	V3C99_000845	V3C99_000845	gnl|V3C99|Hcon5G00000010334						protein_coding
6156	X	19793353	19793353	+	0	NA	Intergenic	Intergenic	-1003	V3C99_018334	V3C99_018334	gnl|V3C99|Hcon5G00000001258						protein_coding
13953	II	10399768	10399768	+	0	NA	intron (V3C99_011148, intron 1 of 15)	mRNA-intron (V3C99_011148, intron 1 of 14)	12034	V3C99_011148	V3C99_011148	gnl|V3C99|Hcon5G00000013306						protein_coding
18035	II	48214567	48214567	+	0	NA	intron (V3C99_013709, intron 1 of 33)	mRNA-intron (V3C99_013709, intron 1 of 32)	4155	V3C99_013709	V3C99_013709	gnl|V3C99|Hcon5G00000015867						protein_coding
8669	V	15582343	15582343	+	0	NA	intron (V3C99_014873, intron 15 of 22)	mRNA-intron (V3C99_014873, intron 9 of 16)	-14103	V3C99_014874	V3C99_014874	gnl|V3C99|Hcon5G00000017032						protein_coding
19427	IV	31136319	31136319	+	0	NA	intron (V3C99_008571, intron 16 of 26)	mRNA-intron (V3C99_008571, intron 18 of 28)	9029	V3C99_008571	V3C99_008571	gnl|V3C99|Hcon5G00000004197						protein_coding
4405	I	47642361	47642361	+	0	NA	exon (V3C99_006495, exon 2 of 3)	mRNA-exon (V3C99_006495, exon 2 of 3)	561	V3C99_006495	V3C99_006495	gnl|V3C99|Hcon5G00000009452						protein_coding
4514	II	41209374	41209374	+	0	NA	Intergenic	Intergenic	-2237	V3C99_013157	V3C99_013157	gnl|V3C99|Hcon5G00000015315						protein_coding
7192	X	28810324	28810324	+	0	NA	intron (V3C99_018864, intron 1 of 8)	mRNA-intron (V3C99_018864, intron 1 of 8)	2068	V3C99_018864	V3C99_018864	gnl|V3C99|Hcon5G00000001788						protein_coding
14526	I	26079195	26079195	+	0	NA	intron (V3C99_004965, intron 43 of 91)	mRNA-intron (V3C99_004965, intron 43 of 91)	21257	V3C99_004965	V3C99_004965	gnl|V3C99|Hcon5G00000007922						protein_coding
13303	X	4641887	4641887	+	0	NA	intron (V3C99_017385, intron 5 of 7)	mRNA-intron (V3C99_017385, intron 5 of 7)	6543	V3C99_017385	V3C99_017385	gnl|V3C99|Hcon5G00000000309						protein_coding
16994	V	47450693	47450693	+	0	NA	TTS (V3C99_016930)	mRNA-TTS (V3C99_016930)	228	V3C99_016929	V3C99_016929	gnl|V3C99|Hcon5G00000019087						protein_coding
22308	I	47729748	47729748	+	0	NA	TTS (V3C99_006498)	mRNA-TTS (V3C99_006498)	1016	V3C99_006498	V3C99_006498	gnl|V3C99|Hcon5G00000009455						protein_coding
12071	I	3287516	3287516	+	0	NA	Intergenic	Intergenic	-1178	V3C99_003392	V3C99_003392	gnl|V3C99|Hcon5G00000006349						protein_coding
222	III	42631847	42631847	+	0	NA	exon (V3C99_002886, exon 2 of 15)	mRNA-exon (V3C99_002886, exon 2 of 15)	5746	V3C99_002886	V3C99_002886	gnl|V3C99|Hcon5G00000012375						protein_coding
12757	III	36115846	36115846	+	0	NA	intron (V3C99_002359, intron 7 of 22)	mRNA-intron (V3C99_002359, intron 7 of 22)	7652	V3C99_002359	V3C99_002359	gnl|V3C99|Hcon5G00000011848						protein_coding
8570	V	34536696	34536696	+	0	NA	TTS (V3C99_015977)	mRNA-TTS (V3C99_015977)	9571	V3C99_015978	V3C99_015978	gnl|V3C99|Hcon5G00000018136						protein_coding
16543	V	33178977	33178977	+	0	NA	Intergenic	Intergenic	-6240	V3C99_015880	V3C99_015880	gnl|V3C99|Hcon5G00000018038						protein_coding
2329	IV	8025374	8025374	+	0	NA	Intergenic	Intergenic	-15545	V3C99_007169	V3C99_007169	gnl|V3C99|Hcon5G00000002795						protein_coding
15810	II	24062824	24062824	+	0	NA	intron (V3C99_012044, intron 6 of 26)	mRNA-intron (V3C99_012044, intron 6 of 26)	6408	V3C99_012044	V3C99_012044	gnl|V3C99|Hcon5G00000014202						protein_coding
11853	IV	28686868	28686868	+	0	NA	intron (V3C99_008434, intron 3 of 5)	mRNA-intron (V3C99_008434, intron 3 of 5)	11516	V3C99_008434	V3C99_008434	gnl|V3C99|Hcon5G00000004060						protein_coding
5229	I	44911349	44911349	+	0	NA	Intergenic	Intergenic	-10312	V3C99_006331	V3C99_006331	gnl|V3C99|Hcon5G00000009288						protein_coding
3499	X	3133463	3133463	+	0	NA	promoter-TSS (V3C99_017278)	mRNA-promoter-TSS (V3C99_017278)	-532	V3C99_017278	V3C99_017278	gnl|V3C99|Hcon5G00000000202						protein_coding
7382	X	31837965	31837965	+	0	NA	promoter-TSS (V3C99_019065)	mRNA-promoter-TSS (V3C99_019065)	-49	V3C99_019065	V3C99_019065	gnl|V3C99|Hcon5G00000001989						protein_coding
15119	V	32035636	32035636	+	0	NA	promoter-TSS (V3C99_015806)	mRNA-promoter-TSS (V3C99_015806)	-1589	V3C99_015806	V3C99_015806	gnl|V3C99|Hcon5G00000017964						protein_coding
532	II	42671234	42671234	+	0	NA	promoter-TSS (V3C99_013295)	mRNA-promoter-TSS (V3C99_013295)	-292	V3C99_013295	V3C99_013295	gnl|V3C99|Hcon5G00000015453						protein_coding
14028	IV	54409858	54409858	+	0	NA	intron (V3C99_010424, intron 3 of 5)	mRNA-intron (V3C99_010424, intron 3 of 5)	2021	V3C99_010424	V3C99_010424	gnl|V3C99|Hcon5G00000006050						protein_coding
16197	IV	40537109	40537109	+	0	NA	Intergenic	Intergenic	6499	V3C99_009222	V3C99_009222	gnl|V3C99|Hcon5G00000004848						protein_coding
11587	V	7132080	7132080	+	0	NA	promoter-TSS (V3C99_014267)	mRNA-promoter-TSS (V3C99_014267)	-224	V3C99_014267	V3C99_014267	gnl|V3C99|Hcon5G00000016425						protein_coding
7034	I	232838	232838	+	0	NA	promoter-TSS (V3C99_003127)	mRNA-promoter-TSS (V3C99_003127)	-11091	V3C99_003130	V3C99_003130	gnl|V3C99|Hcon5G00000006087						protein_coding
17332	IV	20996239	20996239	+	0	NA	intron (V3C99_008050, intron 3 of 7)	mRNA-intron (V3C99_008050, intron 3 of 7)	12828	V3C99_008050	V3C99_008050	gnl|V3C99|Hcon5G00000003676						protein_coding
15665	II	15950977	15950977	+	0	NA	exon (V3C99_011471, exon 1 of 1)	mRNA-exon (V3C99_011471, exon 1 of 1)	-1128	V3C99_011471	V3C99_011471	gnl|V3C99|Hcon5G00000013629						protein_coding
20276	III	2595860	2595860	+	0	NA	Intergenic	Intergenic	3842	V3C99_000156	V3C99_000156	gnl|V3C99|Hcon5G00000009645						protein_coding
